P_peak_MW,U_min_pu,U_max_pu,max_loading_pct,avg_voltage_deviation_pct,loss_rate_pct_day,E_pv_gen_MWh,E_pv_consumed_MWh,E_load_MWh,E_loss_MWh
4.949895000000001,0.8725476891203847,1.003717188522533,0.0002730088128224,3.956284848802698,3.8972450869287356,27.700000126750002,27.700000126750002,92.718885,3.6134821903176046
